"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"568","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","25","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5504","-","0","141","512,1,1","256,1,1","0","0"
"569","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","26","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33311","-","0","141","32,2,1","128,1,1","0","0"
"570","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","27","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","1036027","-","0","140","32,2,2","128,1,1","0","0"
"571","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","28","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19104","-","0","141","512,1,1","256,1,1","0","0"
"572","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","29","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","86751","-","0","141","32,2,1","128,1,1","0","0"
"573","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","30","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","6016","-","0","141","512,1,1","256,1,1","0","0"
"574","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","31","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34592","-","0","141","32,2,1","128,1,1","0","0"
"575","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","32","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","46976","-","0","140","32,2,2","128,1,1","0","0"
"576","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","33","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19168","-","0","141","512,1,1","256,1,1","0","0"
"577","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","34","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40160","-","0","141","32,2,1","128,1,1","0","0"
"578","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","35","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5504","-","0","141","512,1,1","256,1,1","0","0"
"579","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","36","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34623","-","0","141","32,2,1","128,1,1","0","0"
"580","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","37","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40032","-","0","140","32,2,2","128,1,1","0","0"
"581","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","38","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","18912","-","0","141","512,1,1","256,1,1","0","0"
"582","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","39","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","41504","-","0","141","32,2,1","128,1,1","0","0"
"583","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","40","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5600","-","0","141","512,1,1","256,1,1","0","0"
"584","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","41","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33312","-","0","141","32,2,1","128,1,1","0","0"
"585","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","42","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40288","-","0","140","32,2,2","128,1,1","0","0"
"586","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","43","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19232","-","0","141","512,1,1","256,1,1","0","0"
"587","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","44","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40768","-","0","141","32,2,1","128,1,1","0","0"
"588","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","45","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5215","-","0","141","512,1,1","256,1,1","0","0"
"589","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","46","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33536","-","0","141","32,2,1","128,1,1","0","0"
"590","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","47","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","41696","-","0","140","32,2,2","128,1,1","0","0"
"591","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","48","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19296","-","0","141","512,1,1","256,1,1","0","0"
"592","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","49","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","41024","-","0","141","32,2,1","128,1,1","0","0"
"593","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","50","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5344","-","0","141","512,1,1","256,1,1","0","0"
"594","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","51","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33696","-","0","141","32,2,1","128,1,1","0","0"
"595","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","52","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","39424","-","0","140","32,2,2","128,1,1","0","0"
"596","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","53","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","18880","-","0","141","512,1,1","256,1,1","0","0"
"597","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","54","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","35808","-","0","141","32,2,1","128,1,1","0","0"
"598","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","55","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5537","-","0","141","512,1,1","256,1,1","0","0"
"599","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","56","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34015","-","0","141","32,2,1","128,1,1","0","0"
"600","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","57","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40448","-","0","140","32,2,2","128,1,1","0","0"
"601","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","58","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19488","-","0","141","512,1,1","256,1,1","0","0"
"602","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","59","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","39872","-","0","141","32,2,1","128,1,1","0","0"
"603","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","60","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5920","-","0","141","512,1,1","256,1,1","0","0"
"604","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","61","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34240","-","0","141","32,2,1","128,1,1","0","0"
"605","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","62","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","39903","-","0","140","32,2,2","128,1,1","0","0"
"606","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","63","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19232","-","0","141","512,1,1","256,1,1","0","0"
