"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"2502","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","1","Tensor","__rmul__","elementwise_kernel","T=[(4096,1024)],fp32,","44864","-","0","7","8192,1,1","512,1,1","4194304.0","33554432"
"2503","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__add__","elementwise_kernel","T=[(4096,1024),(4096,1024)],fp32,","65824","-","0","7","8192,1,1","512,1,1","6291456.0","50331648"
"2504","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","float","elementwise_kernel","T=(4096,),fp16,fp32,","2272","-","0","7","8,1,1","512,1,1","0","24576"
"2505","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","sum","reduce_kernel","T=(4096,),fp32,","5344","-","0","7","1,1,1","512,1,1","4096","16384"
"2506","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:29","fprop","0","Tensor","to","elementwise_kernel","T=(4096,),fp16,fp16,","2080","-","0","7","8,1,1","512,1,1","0","16384"
"2507","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__rmul__","elementwise_kernel","T=[(4096,)],fp32,","2208","-","0","7","8,1,1","512,1,1","4096.0","32768"
"2508","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","1","Tensor","__rmul__","elementwise_kernel","T=[(4096,)],fp32,","1408","-","0","7","8,1,1","512,1,1","4096.0","32768"
"2509","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__add__","elementwise_kernel","T=[(4096,),(4096,)],fp32,","1472","-","0","7","8,1,1","512,1,1","6144.0","49152"
"2510","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","float","elementwise_kernel","T=(4096,),fp16,fp32,","2079","-","0","7","8,1,1","512,1,1","0","24576"
"2511","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","sum","reduce_kernel","T=(4096,),fp32,","5217","-","0","7","1,1,1","512,1,1","4096","16384"
"2512","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:29","fprop","0","Tensor","to","elementwise_kernel","T=(4096,),fp16,fp16,","2081","-","0","7","8,1,1","512,1,1","0","16384"
"2513","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__rmul__","elementwise_kernel","T=[(4096,)],fp32,","2176","-","0","7","8,1,1","512,1,1","4096.0","32768"
"2514","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","1","Tensor","__rmul__","elementwise_kernel","T=[(4096,)],fp32,","1696","-","0","7","8,1,1","512,1,1","4096.0","32768"
"2515","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__add__","elementwise_kernel","T=[(4096,),(4096,)],fp32,","1440","-","0","7","8,1,1","512,1,1","6144.0","49152"
"2516","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","float","elementwise_kernel","T=(37008,1024),fp16,fp32,","313183","-","0","7","74016,1,1","512,1,1","0","227377152"
"2517","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","sum","reduce_kernel","T=(37008,1024),fp32,","191039","-","0","7","1,4626,1","512,1,1","37896192","151584768"
"2518","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:29","fprop","0","Tensor","to","elementwise_kernel","T=(37008,1024),fp16,fp16,","313215","-","0","7","74016,1,1","512,1,1","0","151584768"
"2519","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__rmul__","elementwise_kernel","T=[(37008,1024)],fp32,","391806","-","0","7","74016,1,1","512,1,1","37896192.0","303169536"
"2520","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","1","Tensor","__rmul__","elementwise_kernel","T=[(37008,1024)],fp32,","393918","-","0","7","74016,1,1","512,1,1","37896192.0","303169536"
"2521","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__add__","elementwise_kernel","T=[(37008,1024),(37008,1024)],fp32,","581598","-","0","7","74016,1,1","512,1,1","56844288.0","454754304"
"2522","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","float","elementwise_kernel","T=(37008,),fp16,fp32,","2240","-","0","7","73,1,1","512,1,1","0","222048"
"2523","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:22","fprop","0","Tensor","sum","reduce_kernel","T=(37008,),fp32,","9536","-","0","7","1,1,1","512,1,1","37008","148032"
"2524","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:29","fprop","0","Tensor","to","elementwise_kernel","T=(37008,),fp16,fp16,","2240","-","0","7","73,1,1","512,1,1","0","148032"
"2525","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","0","Tensor","__rmul__","elementwise_kernel","T=[(37008,)],fp32,","2592","-","0","7","73,1,1","512,1,1","37008.0","296064"
"2526","313","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:189,/home/aditya/GNMTResearch/seq2seq/train/fp_optimizers.py:231,/usr/lib/python3.6/contextlib.py:88,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/handle.py:123,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_process_optimizer.py:196,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:184,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:148,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/scaler.py:30","fprop","1","Tensor","__rmul__","elementwise_kernel","T=[(37008,)],fp32,","1696","-","0","7","73,1,1","512,1,1","37008.0","296064"
